	_id	batch	cell_id	dnGenesSize	geo_id	pert_desc	pert_dose	pert_dose_unit	pert_id	pert_time	pert_time_unit	pert_type	pvalue	replicateCount	sigIdxSize	sig_id	upGenesSize
17	543dc437e4b0e6d1d517af20	CPC006_HEC108_6H	HEC108	79		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0048	3	174	CPC006_HEC108_6H:BRD-K69840642:10.0	95
18	543dc4b8e4b0e6d1d517b0b2	CPC006_HEPG2_6H	HEPG2	115		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	3	274	CPC006_HEPG2_6H:BRD-K69840642:10.0	159
19	543dc4fee4b0e6d1d517b1f7	CPC006_HT115_6H	HT115	52		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.2559	2	130	CPC006_HT115_6H:BRD-K69840642:10.0	78
20	543dc5bbe4b0e6d1d517b3f2	CPC006_HT29_24H	HT29	172		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	24.0	h	trt_cp	0.0004	4	321	CPC006_HT29_24H:BRD-K69840642:10.0	149
21	543dc69de4b0e6d1d517b4cb	CPC006_HT29_6H	HT29	165		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	6	400	CPC006_HT29_6H:BRD-K69840642:10.0	235
22	543dc6dde4b0e6d1d517b5c2	CPC006_JHUEM2_6H	JHUEM2	84		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0519	2	205	CPC006_JHUEM2_6H:BRD-K69840642:10.0	121
23	543dc733e4b0e6d1d517b7a0	CPC006_LOVO_6H	LOVO	139		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0007	2	290	CPC006_LOVO_6H:BRD-K69840642:10.0	151
24	543dc84fe4b0e6d1d517b8c7	CPC006_MCF7_24H	MCF7	310		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	24.0	h	trt_cp	0.0	6	632	CPC006_MCF7_24H:BRD-K69840642:10.0	322
25	543dc965e4b0e6d1d517bb46	CPC006_MCF7_6H	MCF7	159		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	3	345	CPC006_MCF7_6H:BRD-K69840642:10.0	186
26	543dc99de4b0e6d1d517bbc6	CPC006_MDST8_6H	MDST8	127		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	2	292	CPC006_MDST8_6H:BRD-K69840642:10.0	165
27	543dc9e0e4b0e6d1d517bcea	CPC006_NCIH1694_6H	NCIH1694	107		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0498	2	205	CPC006_NCIH1694_6H:BRD-K69840642:10.0	98
28	543dca38e4b0e6d1d517bf0c	CPC006_NCIH1836_6H	NCIH1836	55		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.347	2	137	CPC006_NCIH1836_6H:BRD-K69840642:10.0	82
29	543dca86e4b0e6d1d517c0a6	CPC006_NCIH2073_6H	NCIH2073	144		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0016	2	275	CPC006_NCIH2073_6H:BRD-K69840642:10.0	131
30	543dcab9e4b0e6d1d517c0f5	CPC006_NCIH508_6H	NCIH508	114		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0682	2	244	CPC006_NCIH508_6H:BRD-K69840642:10.0	130
31	543dcb13e4b0e6d1d517c309	CPC006_NCIH596_6H	NCIH596	123		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0026	2	236	CPC006_NCIH596_6H:BRD-K69840642:10.0	113
32	543dcb68e4b0e6d1d517c4fe	CPC006_NOMO1_6H	NOMO1	87		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.078	2	209	CPC006_NOMO1_6H:BRD-K69840642:10.0	122
33	543dcba6e4b0e6d1d517c5d4	CPC006_OV7_6H	OV7	102		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0192	2	223	CPC006_OV7_6H:BRD-K69840642:10.0	121
34	543dcce9e4b0e6d1d517c6fa	CPC006_PC3_24H	PC3	263		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	24.0	h	trt_cp	0.0	6	478	CPC006_PC3_24H:BRD-K69840642:10.0	215
35	543dcdade4b0e6d1d517c91d	CPC006_PC3_6H	PC3	0		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp		1	False	CPC006_PC3_6H:BRD-K69840642:10.0	0
36	543dcde8e4b0e6d1d517c9d7	CPC006_PL21_6H	PL21	141		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0002	2	292	CPC006_PL21_6H:BRD-K69840642:10.0	151
37	543dce32e4b0e6d1d517cb3e	CPC006_RMGI_6H	RMGI	68		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.028	2	189	CPC006_RMGI_6H:BRD-K69840642:10.0	121
38	543dcebfe4b0e6d1d517cd5d	CPC006_RMUGS_6H	RMUGS	83		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0005	3	244	CPC006_RMUGS_6H:BRD-K69840642:10.0	161
39	543dcefbe4b0e6d1d517ce07	CPC006_SKLU1_6H	SKLU1	105		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0045	2	236	CPC006_SKLU1_6H:BRD-K69840642:10.0	131
40	543dcf44e4b0e6d1d517cf63	CPC006_SKM1_6H	SKM1	161		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0006	2	332	CPC006_SKM1_6H:BRD-K69840642:10.0	171
41	543dcf9fe4b0e6d1d517d17a	CPC006_SKMEL1_6H	SKMEL1	43		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.1884	2	148	CPC006_SKMEL1_6H:BRD-K69840642:10.0	105
42	543dcfd3e4b0e6d1d517d1cb	CPC006_SKMEL28_6H	SKMEL28	91		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0197	2	195	CPC006_SKMEL28_6H:BRD-K69840642:10.0	104
43	543dd02ae4b0e6d1d517d3ed	CPC006_SNGM_6H	SNGM	131		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0421	2	206	CPC006_SNGM_6H:BRD-K69840642:10.0	75
44	543dd063e4b0e6d1d517d48e	CPC006_SNU1040_6H	SNU1040	118		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.1028	2	212	CPC006_SNU1040_6H:BRD-K69840642:10.0	94
45	543dd0c1e4b0e6d1d517d6db	CPC006_SNUC4_6H	SNUC4	93		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0155	2	184	CPC006_SNUC4_6H:BRD-K69840642:10.0	91
46	543dd0fce4b0e6d1d517d7ab	CPC006_SNUC5_6H	SNUC5	100		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0486	2	260	CPC006_SNUC5_6H:BRD-K69840642:10.0	160
47	543dd154e4b0e6d1d517d9b8	CPC006_SW480_6H	SW480	107		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0151	2	206	CPC006_SW480_6H:BRD-K69840642:10.0	99
48	543dd201e4b0e6d1d517daf1	CPC006_SW620_6H	SW620	87		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	4	201	CPC006_SW620_6H:BRD-K69840642:10.0	114
49	543dd2afe4b0e6d1d517dc28	CPC006_SW948_6H	SW948	102		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	4	220	CPC006_SW948_6H:BRD-K69840642:10.0	118
50	543dd2fce4b0e6d1d517ddbf	CPC006_T3M10_6H	T3M10	72		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.1243	2	162	CPC006_T3M10_6H:BRD-K69840642:10.0	90
51	543dd37ce4b0e6d1d517df39	CPC006_THP1_6H	THP1	135		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	3	370	CPC006_THP1_6H:BRD-K69840642:10.0	235
52	543dd3cae4b0e6d1d517e0e5	CPC006_TYKNU_6H	TYKNU	67		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.1472	2	145	CPC006_TYKNU_6H:BRD-K69840642:10.0	78
53	543dd403e4b0e6d1d517e17c	CPC006_U937_6H	U937	108		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	2	323	CPC006_U937_6H:BRD-K69840642:10.0	215
54	543dd502e4b0e6d1d517e30c	CPC006_VCAP_24H	VCAP	197		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	24.0	h	trt_cp	0.0	5	341	CPC006_VCAP_24H:BRD-K69840642:10.0	144
55	543dd599e4b0e6d1d517e4aa	CPC006_VCAP_6H	VCAP	251		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0	4	574	CPC006_VCAP_6H:BRD-K69840642:10.0	323
56	543dd5d9e4b0e6d1d517e592	CPC006_WSUDLCL2_6H	WSUDLCL2	119		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0002	2	235	CPC006_WSUDLCL2_6H:BRD-K69840642:10.0	116
57	543e85cfe4b0e6d1d518e6d0	CPC006_H1299_6H	H1299	64		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0691	2	177	CPC006_H1299_6H:BRD-K69840642:10.0	113
58	543e8616e4b0e6d1d518e810	CPC006_RKO_6H	RKO	67		HDAC6 inhibitor ISOX	10.0	um	BRD-K69840642	6.0	h	trt_cp	0.0559	2	204	CPC006_RKO_6H:BRD-K69840642:10.0	137
59	55b1ecac782c0ea09d5e8a25	LJP008_PC3_24H	PC3	25	PC3-trt_cp-68060	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.024	3	106	LJP008_PC3_24H:BRD-K17743125:0.04	81
60	55b1ecac782c0ea09d5e8a26	LJP008_PC3_24H	PC3	69	PC3-trt_cp-68059	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0014	3	179	LJP008_PC3_24H:BRD-K17743125:0.12	110
61	55b1ecac782c0ea09d5e8a28	LJP008_PC3_24H	PC3	105	PC3-trt_cp-68057	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0	3	287	LJP008_PC3_24H:BRD-K17743125:1.11	182
62	55b1ecad782c0ea09d5e8a2b	LJP008_PC3_24H	PC3	171	PC3-trt_cp-68055	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	366	LJP008_PC3_24H:BRD-K17743125:10	195
63	55b1ecce782c0ea09d5e8b37	LJP008_PC3_24H	PC3	130	PC3-trt_cp-68056	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0	3	319	LJP008_PC3_24H:BRD-K17743125:3.33	189
64	55b1ecd1782c0ea09d5e8b4e	LJP008_PC3_24H	PC3	133	PC3-trt_cp-68058	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0001	3	281	LJP008_PC3_24H:BRD-K17743125:0.37	148
65	55b20209782c0ea09d5e8be8	LJP008_MCF7_24H	MCF7	41	MCF7-trt_cp-66936	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0023	3	141	LJP008_MCF7_24H:BRD-K17743125:0.12	100
66	55b20209782c0ea09d5e8beb	LJP008_MCF7_24H	MCF7	228	MCF7-trt_cp-66932	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	496	LJP008_MCF7_24H:BRD-K17743125:10	268
67	55b20213782c0ea09d5e8c33	LJP008_MCF7_24H	MCF7	53	MCF7-trt_cp-66935	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0004	3	183	LJP008_MCF7_24H:BRD-K17743125:0.37	130
68	55b20214782c0ea09d5e8c3f	LJP008_MCF7_24H	MCF7	37	MCF7-trt_cp-66937	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.0164	3	85	LJP008_MCF7_24H:BRD-K17743125:0.04	48
69	55b2021a782c0ea09d5e8c73	LJP008_MCF7_24H	MCF7	96	MCF7-trt_cp-66934	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0001	3	277	LJP008_MCF7_24H:BRD-K17743125:1.11	181
70	55b2021b782c0ea09d5e8c79	LJP008_MCF7_24H	MCF7	127	MCF7-trt_cp-66933	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0001	3	328	LJP008_MCF7_24H:BRD-K17743125:3.33	201
71	55b21764782c0ea09d5e8cdd	LJP008_HT29_24H	HT29	35	HT29-trt_cp-65805	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0099	3	109	LJP008_HT29_24H:BRD-K17743125:0.12	74
72	55b21764782c0ea09d5e8cdf	LJP008_HT29_24H	HT29	86	HT29-trt_cp-65804	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0009	3	191	LJP008_HT29_24H:BRD-K17743125:0.37	105
73	55b21765782c0ea09d5e8ce0	LJP008_HT29_24H	HT29	74	HT29-trt_cp-65803	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0004	3	198	LJP008_HT29_24H:BRD-K17743125:1.11	124
74	55b21765782c0ea09d5e8ce1	LJP008_HT29_24H	HT29	112	HT29-trt_cp-65802	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0002	3	213	LJP008_HT29_24H:BRD-K17743125:3.33	101
75	55b21765782c0ea09d5e8ce3	LJP008_HT29_24H	HT29	171	HT29-trt_cp-65801	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	383	LJP008_HT29_24H:BRD-K17743125:10	212
76	55b22db3782c0ea09d5e8e42	LJP008_HEPG2_24H	HEPG2	25	HEPG2-trt_cp-64669	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.0043	3	106	LJP008_HEPG2_24H:BRD-K17743125:0.04	81
77	55b22db3782c0ea09d5e8e43	LJP008_HEPG2_24H	HEPG2	182	HEPG2-trt_cp-64664	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	356	LJP008_HEPG2_24H:BRD-K17743125:10	174
78	55b22db5782c0ea09d5e8e53	LJP008_HEPG2_24H	HEPG2	55	HEPG2-trt_cp-64668	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0011	3	150	LJP008_HEPG2_24H:BRD-K17743125:0.12	95
79	55b22dbc782c0ea09d5e8e91	LJP008_HEPG2_24H	HEPG2	72	HEPG2-trt_cp-64667	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0005	3	182	LJP008_HEPG2_24H:BRD-K17743125:0.37	110
80	55b22dd1782c0ea09d5e8f3c	LJP008_HEPG2_24H	HEPG2	119	HEPG2-trt_cp-64666	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0001	3	254	LJP008_HEPG2_24H:BRD-K17743125:1.11	135
81	55b22dd6782c0ea09d5e8f63	LJP008_HEPG2_24H	HEPG2	169	HEPG2-trt_cp-64665	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0	3	328	LJP008_HEPG2_24H:BRD-K17743125:3.33	159
82	55b23df1782c0ea09d5e8fa7	LJP008_HCC515_24H	HCC515	38	HCC515-trt_cp-63552	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0285	3	95	LJP008_HCC515_24H:BRD-K17743125:0.12	57
83	55b23df2782c0ea09d5e8faa	LJP008_HCC515_24H	HCC515	68	HCC515-trt_cp-63550	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0007	3	169	LJP008_HCC515_24H:BRD-K17743125:1.11	101
84	55b23df2782c0ea09d5e8fab	LJP008_HCC515_24H	HCC515	104	HCC515-trt_cp-63549	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0001	3	216	LJP008_HCC515_24H:BRD-K17743125:3.33	112
85	55b23df9782c0ea09d5e8fe6	LJP008_HCC515_24H	HCC515	193	HCC515-trt_cp-63548	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	350	LJP008_HCC515_24H:BRD-K17743125:10	157
86	55b23dff782c0ea09d5e9017	LJP008_HCC515_24H	HCC515	55	HCC515-trt_cp-63551	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0044	3	145	LJP008_HCC515_24H:BRD-K17743125:0.37	90
87	55bb3def79091874796d12ab	LJP008_A375_24H	A375	26	A375-trt_cp-59063	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.0258	3	81	LJP008_A375_24H:BRD-K17743125:0.04	55
88	55bb3df079091874796d12ac	LJP008_A375_24H	A375	81	A375-trt_cp-59061	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0002	3	243	LJP008_A375_24H:BRD-K17743125:0.37	162
89	55bb3df079091874796d12ad	LJP008_A375_24H	A375	92	A375-trt_cp-59060	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0001	3	307	LJP008_A375_24H:BRD-K17743125:1.11	215
90	55bb3df079091874796d12ae	LJP008_A375_24H	A375	155	A375-trt_cp-59058	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	393	LJP008_A375_24H:BRD-K17743125:10	238
91	55bb3df579091874796d12d2	LJP008_A375_24H	A375	60	A375-trt_cp-59062	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0002	3	242	LJP008_A375_24H:BRD-K17743125:0.12	182
92	55bb3e0979091874796d136c	LJP008_A375_24H	A375	137	A375-trt_cp-59059	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0002	2	336	LJP008_A375_24H:BRD-K17743125:3.33	199
93	55bb774279091874796d1419	LJP008_A549_24H	A549	24	A549-trt_cp-60183	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0001	6	66	LJP008_A549_24H:BRD-K17743125:0.12	42
94	55bb774279091874796d141a	LJP008_A549_24H	A549	63	A549-trt_cp-60182	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0	6	127	LJP008_A549_24H:BRD-K17743125:0.37	64
95	55bb774b79091874796d1453	LJP008_A549_24H	A549	252	A549-trt_cp-60179	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	6	476	LJP008_A549_24H:BRD-K17743125:10	224
96	55bb774e79091874796d1469	LJP008_A549_24H	A549	8	A549-trt_cp-60184	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.0016	6	28	LJP008_A549_24H:BRD-K17743125:0.04	20
97	55bb776479091874796d1507	LJP008_A549_24H	A549	123	A549-trt_cp-60180	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0	6	254	LJP008_A549_24H:BRD-K17743125:3.33	131
98	55bb776579091874796d150b	LJP008_A549_24H	A549	82	A549-trt_cp-60181	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0	6	164	LJP008_A549_24H:BRD-K17743125:1.11	82
99	55bb922b79091874796d156c	LJP008_HA1E_24H	HA1E	149	HA1E-trt_cp-62429	belinostat	1.11	um	BRD-K17743125	24	h	trt_cp	0.0	3	347	LJP008_HA1E_24H:BRD-K17743125:1.11	198
100	55bb922c79091874796d1570	LJP008_HA1E_24H	HA1E	191	HA1E-trt_cp-62428	belinostat	3.33	um	BRD-K17743125	24	h	trt_cp	0.0	3	378	LJP008_HA1E_24H:BRD-K17743125:3.33	187
101	55bb922c79091874796d1571	LJP008_HA1E_24H	HA1E	218	HA1E-trt_cp-62427	belinostat	10	um	BRD-K17743125	24	h	trt_cp	0.0	3	411	LJP008_HA1E_24H:BRD-K17743125:10	193
102	55bb923779091874796d15c5	LJP008_HA1E_24H	HA1E	50	HA1E-trt_cp-62432	belinostat	0.04	um	BRD-K17743125	24	h	trt_cp	0.0035	3	124	LJP008_HA1E_24H:BRD-K17743125:0.04	74
103	55bb924479091874796d1623	LJP008_HA1E_24H	HA1E	106	HA1E-trt_cp-62430	belinostat	0.37	um	BRD-K17743125	24	h	trt_cp	0.0	3	237	LJP008_HA1E_24H:BRD-K17743125:0.37	131
104	55bb924479091874796d1626	LJP008_HA1E_24H	HA1E	52	HA1E-trt_cp-62431	belinostat	0.12	um	BRD-K17743125	24	h	trt_cp	0.0027	3	114	LJP008_HA1E_24H:BRD-K17743125:0.12	62
105	55b1ecb8782c0ea09d5e8a83	LJP008_PC3_24H	PC3	17	PC3-trt_cp-67959	entinostat	0.12	um	BRD-K77908580	24	h	trt_cp	0.0057	3	91	LJP008_PC3_24H:BRD-K77908580:0.12	74
106	55b1ecb8782c0ea09d5e8a85	LJP008_PC3_24H	PC3	67	PC3-trt_cp-67958	entinostat	0.37	um	BRD-K77908580	24	h	trt_cp	0.0003	3	211	LJP008_PC3_24H:BRD-K77908580:0.37	144
107	55b1ecb8782c0ea09d5e8a86	LJP008_PC3_24H	PC3	85	PC3-trt_cp-67956	entinostat	3.33	um	BRD-K77908580	24	h	trt_cp	0.0	3	289	LJP008_PC3_24H:BRD-K77908580:3.33	204
108	55b1ecb8782c0ea09d5e8a88	LJP008_PC3_24H	PC3	97	PC3-trt_cp-67955	entinostat	10	um	BRD-K77908580	24	h	trt_cp	0.0	3	286	LJP008_PC3_24H:BRD-K77908580:10	189
109	55b1ecba782c0ea09d5e8a8f	LJP008_PC3_24H	PC3	49	PC3-trt_cp-67960	entinostat	0.04	um	BRD-K77908580	24	h	trt_cp	0.0028	3	147	LJP008_PC3_24H:BRD-K77908580:0.04	98
110	55b1eccc782c0ea09d5e8b28	LJP008_PC3_24H	PC3	64	PC3-trt_cp-67957	entinostat	1.11	um	BRD-K77908580	24	h	trt_cp	0.0002	3	230	LJP008_PC3_24H:BRD-K77908580:1.11	166
111	55b20205782c0ea09d5e8bc9	LJP008_MCF7_24H	MCF7	49	MCF7-trt_cp-66834	entinostat	0.12	um	BRD-K77908580	24	h	trt_cp	0.0533	3	80	LJP008_MCF7_24H:BRD-K77908580:0.12	31
112	55b20205782c0ea09d5e8bcb	LJP008_MCF7_24H	MCF7	36	MCF7-trt_cp-66833	entinostat	0.37	um	BRD-K77908580	24	h	trt_cp	0.0415	3	67	LJP008_MCF7_24H:BRD-K77908580:0.37	31
113	55b20205782c0ea09d5e8bcd	LJP008_MCF7_24H	MCF7	25	MCF7-trt_cp-66832	entinostat	1.11	um	BRD-K77908580	24	h	trt_cp	0.0521	3	81	LJP008_MCF7_24H:BRD-K77908580:1.11	56
114	55b20206782c0ea09d5e8bce	LJP008_MCF7_24H	MCF7	37	MCF7-trt_cp-66831	entinostat	3.33	um	BRD-K77908580	24	h	trt_cp	0.0073	3	105	LJP008_MCF7_24H:BRD-K77908580:3.33	68
115	55b20206782c0ea09d5e8bd2	LJP008_MCF7_24H	MCF7	89	MCF7-trt_cp-66830	entinostat	10	um	BRD-K77908580	24	h	trt_cp	0.0001	3	276	LJP008_MCF7_24H:BRD-K77908580:10	187
